num,en,jp,progression,my
588,589,edible,食用の，食べられる,0,0
589,590,outstanding,際立った；未払いの；未解決の,0,0
590,591,deadly,致命的な、命にかかわる,0,0
591,592,petty,低級の、心の狭い、取るに足らない,0,0
592,593,definitely,間違いなく、確かに,0,0
593,594,roughly,おおよそ、乱暴に,0,0
594,595,virtually,ほとんど、実質的に,0,0
595,596,apparently,(真偽のほどはともかく)聞いた[見た]ところでは、どうやら,0,0
596,597,unfairly,不当に、不公平に,0,0
597,598,briefly,少しの間に、簡潔に,0,0
598,599,aside,わきに、別にして、考慮に入れないで,0,0
599,600,legally,法的に、合法的に,0,0
600,601,resort,（好ましくない手段に）訴える，頼る（to）,0,0
601,602,submit,を提出する；（～に）従う（to）,0,0
602,603,originate,由来する、生じる、始まる,0,0
603,604,regret,を後悔する、を遺憾に思う,0,0
604,605,cooperate,協力する,0,0
605,606,revise,を修正する；を改訂する,0,0
606,607,restrict,を制限する,0,0
607,608,occupy,（空間・時間）を占める；を占領する,0,0
608,609,fade,薄れる；衰える,0,0
609,610,relieve,を和らげる；〔受身形で〕（...して）安心する（to do）；を解放する,0,0
610,611,suppress,を抑える；を抑圧する,0,0
611,612,starve,飢える；（～を）渇望する（for）；を飢えさせる,0,0
612,613,scratch,を引っかく；を取り消す，削除する,0,0
613,614,unite,団結する、一体化する,0,0
614,615,grip,を握る；をとらえる,0,0
615,616,surrender,を放棄する，引き渡す；（～に）屈する（to）,0,0
616,617,twist,をねじる，ひねる；を歪曲する,0,0
617,618,remodel,を改装する、を改造する,0,0
618,619,triple,３倍になる、を３倍にする,0,0
619,620,drown,溺死する；を水浸しにする,0,0
620,621,lean,傾く；寄りかかる；をもたせかける,0,0
621,622,soak,を浸す；をずぶぬれにする；浸る,0,0
622,623,hover,(鳥・昆虫・ヘリコプターなどが)空中(の一点)に止まる,0,0
623,624,interrupt,を中断させる；（の）邪魔をする,0,0
624,625,socialize,(社会的に)交際する,0,0
625,626,termite,シロアリ,0,0
626,627,microbe,微生物；細菌,0,0
627,628,beverage,（水以外の）飲み物，飲料,0,0
628,629,paperwork,(必要)書類、書類事務,0,0
629,630,descendant,子孫,0,0
630,631,sculpture,彫刻（作品）,0,0
631,632,handout,(講演・授業などの)配布物、プリント,0,0
632,633,replacement,交換、交替、代わりの人[もの],0,0
633,634,minister,大臣,0,0
634,635,stream,小川,0,0
635,636,predator,捕食動物；略奪者,0,0
636,637,observer,監視員、観察者,0,0
637,638,commission,代理手数料、歩合、委員会,0,0
638,639,committee,委員会,0,0
639,640,junk,がらくた、つまらないもの,0,0
640,641,departure,出発,0,0
641,642,description,描写、説明,0,0
642,643,supervisor,監督者；指導教員,0,0
643,644,guidance,指導、案内,0,0
644,645,landscape,眺め、風景、景色,0,0
645,646,crew,(船の)乗組員、(飛行機・列車などの)乗務員,0,0
646,647,drain,（液体）を流出させる；（液体が）流れ出る,0,0
647,648,stereotype,固定観念、ステレオタイプ,0,0
648,649,edition,(刊行物の)版,0,0
649,650,graphic,図、挿絵,0,0
650,651,pathway,小道、細道,0,0
651,652,reunion,再会（の集い）；再結合,0,0
652,653,cliff,崖、絶壁,0,0
653,654,coordinator,コーディネーター、取りまとめ役、責任者,0,0
654,655,depth,深さ、深み,0,0
655,656,liver,肝臓,0,0
656,657,monopoly,独占（権）,0,0
657,658,usage,（使）用法；語法；習慣,0,0
658,659,chart,図，グラフ；海図；ヒットチャート,0,0
659,660,expectancy,期待、見込み,0,0
660,661,nowhere,どの場所も～ない,0,0
661,662,courthouse,裁判所(の建物),0,0
662,663,cove,入江、小湾,0,0
663,664,dock,埠頭、波止場、(艦船の)ドック,0,0
664,665,ministry,省,0,0
665,666,inflammation,炎症、点火、引火,0,0
666,667,cholesterol,コレステロール,0,0
667,668,gender,(社会的・文化的)性別、ジェンダー,0,0
668,669,depression,うつ病、意気消沈、不景気,0,0
669,670,stem,（草木の）茎，幹,0,0
670,671,personnel,〔集合的に〕職員，社員,0,0
671,672,controversy,論争,0,0
672,673,recognition,(人・物が)それと分かること、認めること、認識,0,0
673,674,applicant,応募者、志願者,0,0
674,675,anthropologist,人類学者,0,0
675,676,sewage,下水,0,0
676,677,acceptable,受け入れられる、容認できる,0,0
677,678,nuclear,原子力利用の、核エネルギーの,0,0
678,679,moral,道徳(上)の、倫理的な,0,0
679,680,marine,海の；船舶の,0,0
680,681,conventional,伝統的な、型にはまった,0,0
681,682,awful,ひどい；嫌な；ものすごい,0,0
682,683,consistent,着実な、安定した、首尾一貫した,0,0
683,684,primitive,原始的な；未開の,0,0
684,685,mature,成熟した；熟した,0,0
685,686,unfamiliar,（～に）不慣れな（with）；（～に）（よく）知られていない（to）,0,0
686,687,impractical,実用的ではない、非現実的な,0,0
687,688,unpredictable,変わりやすい、予測できない,0,0
688,689,misleading,誤解させる、紛らわしい,0,0
689,690,plentiful,豊富な、十分な,0,0
690,691,Mediterranean,地中海(沿岸地域)の,0,0
691,692,unsafe,安全でない、危険な,0,0
692,693,bare,露出した、裸の,0,0
693,694,feeble,病弱な、(体が)弱々しい,0,0
694,695,horrible,実にひどい、ぞっとする,0,0
695,696,scenic,景色の良い,0,0
696,697,supplementary,補足の、追加の,0,0
697,698,nosy,詮索好きな、おせっかいな,0,0
698,699,intermediate,中級の；中間の,0,0
699,700,universal,(あらゆる人に)共通の、全員の、普遍的な,0,0
700,701,capture,を捕らえる、を捕虜にする,0,0
701,702,arise,起こる、出現する,0,0
702,703,implement,を実行［実施］する,0,0
703,704,reproduce,を複製する；を繁殖させる；繁殖する,0,0
704,705,seize,をつかむ；を奪い取る；を没収する,0,0
705,706,dominate,を支配する、優勢である,0,0
706,707,complicate,を複雑にする,0,0
707,708,scan,を走査する；をざっと見る；を注意深く調べる,0,0
708,709,negotiate,交渉する；を（交渉して）取り決める,0,0
709,710,illustrate,を説明する、を例示する,0,0
710,711,encounter,に遭遇する,0,0
711,712,confine,を限定する；〔通例受身形で〕閉じ込められる,0,0
712,713,transmit,を伝える；（電波・信号など）を送る,0,0
713,714,administer,を管理する、を経営する、を治める、(治療)を施す,0,0
714,715,ease,を和らげる、緩和する,0,0
715,716,resume,（を）再開する；を取り戻す,0,0
716,717,pursue,を追跡する、を追求する,0,0
717,718,decay,腐敗する（≒rot）；（徐々に）衰える,0,0
718,719,shrink,縮む，縮小する；減少する；ひるむ,0,0
719,720,cherish,を大切にする；を心に抱く,0,0
720,721,launch,を売り出す、を開始する、(ロケットなど)を発射する,0,0
721,722,accommodate,を収容する；を（～に）適応させる（to）,0,0
722,723,withstand,に耐える,0,0
723,724,halt,を止める；止まる,0,0
724,725,transform,を大きく変える,0,0
725,726,transplant,を移植する；を移住させる,0,0
726,727,retail,小売り（⇔wholesale 卸売り）,0,0
727,728,abandon,を捨てる、を放棄する,0,0
728,729,developer,宅地造成業者、開発者,0,0
729,730,circulation,循環；流通；（新聞・雑誌の）発行部数,0,0
730,731,appliance,(特に家庭用の)器具,0,0
731,732,bond,きずな、債券、契約,0,0
732,733,circuit,周回すること、回路、巡回,0,0
733,734,innovation,(技術)革新、新機軸,0,0
734,735,infant,幼児、乳児,0,0
735,736,transaction,（商）取引；（人と人との）交流,0,0
736,737,celebrity,有名人、著名人,0,0
737,738,checkup,健康診断、検査,0,0
738,739,makeup,化粧；化粧品；構成；性質,0,0
739,740,respondent,(調査・アンケートなどの)回答者,0,0
740,741,well-being,健康、幸福,0,0
741,742,flaw,欠点、傷、ひび,0,0
742,743,strain,に負担をかける；を緊張させる；を漉す,0,0
743,744,rivalry,ライバル意識、競争,0,0
744,745,publicity,一般に知られること、評判、宣伝,0,0
745,746,consent,同意，承諾,0,0
746,747,addiction,依存,0,0
747,748,profession,職業；専門職；同業者仲間,0,0
748,749,sacrifice,犠牲；いけにえ,0,0
749,750,nerve,神経；〔～s〕神経過敏；（...する）度胸（to do）,0,0
750,751,assumption,(確証のない)仮定、想定、思い込み,0,0
751,752,context,文脈、背景、状況,0,0
752,753,era,時代,0,0
753,754,trait,特徴、特色,0,0
754,755,voucher,クーポン券、商品券,0,0
755,756,draft,下書き；為替手形；隙間風,0,0
756,757,blaze,炎、強いか輝き,0,0
757,758,currency,通貨、普及,0,0
758,759,stance,立場、対処の姿勢,0,0
759,760,fluid,流動体，液体,0,0
760,761,dispute,に異議を唱える；（を）議論する,0,0
761,762,counterpart,相当する物［人］,0,0
762,763,perception,認識、知覚,0,0
763,764,custody,親権、保護、管理、拘留,0,0
764,765,venue,会場、開催地,0,0
765,766,dread,をひどく恐れる,0,0
766,767,incentive,動機（づけ）；報奨金,0,0
767,768,disgust,をむかつかせる；に愛想を尽かせる,0,0
768,769,province,州，省；〔the ～s〕地方；分野,0,0
769,770,proponent,支持者,0,0
770,771,commercial,商業(上)の、営利的な,0,0
771,772,excessive,過度の、法外な,0,0
772,773,vulnerable,（攻撃などに）弱い，もろい；傷つきやすい,0,0
773,774,protective,保護する、守ろうとする,0,0
774,775,secure,安全な、確かな,0,0
775,776,obvious,明らかな,0,0
776,777,reluctant,気が進まない，嫌がる（⇔willing）,0,0
777,778,confident,確信して、自信に満ちた,0,0
778,779,intelligent,知能の高い、利口な,0,0
779,780,barren,不毛の、作物ができない,0,0
780,781,epidemic,流行（病）；蔓延,0,0
781,782,reliable,信頼できる,0,0
782,783,curious,好奇心の強い、詮索好きな,0,0
783,784,hasty,急ぎの、早まった,0,0
784,785,behavioral,行動の,0,0
785,786,bulky,かさばった、扱いにくいほど大きい,0,0
786,787,faulty,(機械・装置などが)欠陥のある,0,0
787,788,hectic,やたらと忙しい,0,0
788,789,knowledgeable,よく知っている、物知りの,0,0
789,790,tense,張り詰めた，緊張した,0,0
790,791,intact,損なわれていない，手つかずの,0,0
791,792,comprehensive,包括的な、広範囲にわたる,0,0
792,793,hesitant,ためらいがちな,0,0
793,794,scarce,乏しい；珍しい,0,0
794,795,defensive,防御的な,0,0
795,796,permanently,永遠に、いつも,0,0
796,797,nonetheless,それにもかかわらず，それでもなお,0,0
797,798,primarily,主として、初めに,0,0
798,799,intentionally,故意に、意図的に,0,0
799,800,abruptly,突然に,0,0
800,801,outsource,を外注する、を業務委託する,0,0
801,802,applaud,に拍手する、を賞賛する,0,0
802,803,bribe,賄賂,0,0
803,804,replicate,(同一実験など)を繰り返す、を複製する,0,0
804,805,stroll,散歩する、ぶらぶら歩く,0,0
805,806,swell,膨張する，腫れる；を膨らませる,0,0
806,807,uphold,を支持する、を確認する、を維持する,0,0
807,808,vomit,吐く、もどす,0,0
808,809,expire,期限が切れる,0,0
809,810,recruit,を募る；に新人を補充する,0,0
810,811,enhance,を高める、を増す,0,0
811,812,accumulate,を蓄積する，集める；積もる,0,0
812,813,designate,を指定する；を任命する,0,0
813,814,conceal,を隠す（≒hide）；を秘密にする,0,0
814,815,disregard,を無視する；を軽視する,0,0
815,816,accelerate,を加速させる，促進する；加速する,0,0
816,817,revive,を復活させる；復活する,0,0
817,818,enact,(法案)を制定する、を通過させる,0,0
818,819,exert,を及ぼす；（力など）を行使する,0,0
819,820,leak,漏れる；を漏らす,0,0
820,821,jail,刑務所，拘置所（≒prison）,0,0
821,822,reform,を改革する、を改善する,0,0
822,823,declare,を宣言する、を断言する,0,0
823,824,outline,の要点を述べる；の輪郭を描く,0,0
824,825,annoy,をいらいらさせる、を悩ます,0,0
825,826,interfere,干渉する，介入する；邪魔する,0,0
826,827,nest,(鳥の)巣,0,0
827,828,founder,創設者,0,0
828,829,biologist,生物学者,0,0
829,830,arrangement,準備、配置、取り決め,0,0
830,831,landfill,ごみ埋め立て地,0,0
831,832,trunk,(木の)幹、(象の)鼻、(自動車の),0,0
832,833,principle,(個人の)主義、信条、原則,0,0
833,834,series,連続、一続き,0,0
834,835,independence,独立、自立,0,0
835,836,exploration,探検、調査,0,0
836,837,justice,正義、公正、司法、裁判,0,0
837,838,humanity,人類,0,0
838,839,involvement,関与、巻き込まれること,0,0
839,840,accounting,経理、会計(学),0,0
840,841,discrimination,（～に対する）差別（against）；区別,0,0
841,842,inequality,不平等,0,0
842,843,master,修士,0,0
843,844,millennium,千年間，千年紀,0,0
844,845,refusal,拒否、拒絶,0,0
845,846,wound,（銃弾・刃物などによる）傷；痛手,0,0
846,847,absence,不在、欠席,0,0
847,848,distribution,分配、配給,0,0
848,849,wilderness,荒野；（庭・町などの）放置された部分,0,0
849,850,concentration,濃度、集中、専念,0,0
850,851,craft,工芸品、(手先でする)作業,0,0
851,852,crust,地殻、パンの耳、(動物の)甲殻,0,0
852,853,basement,地階、地下室,0,0
853,854,janitor,(アパート・ビル・学校などの)用務員、管理人,0,0
854,855,prejudice,偏見、先入観,0,0
855,856,prosperity,繁栄、繁盛,0,0
856,857,robbery,強盗(事件),0,0
857,858,warranty,保証(書),0,0
858,859,appetite,食欲；欲求,0,0
859,860,bullet,銃弾,0,0
860,861,preparation,準備、支度,0,0
861,862,citizenship,市民権、公民権、市民[国民]であること,0,0
862,863,stale,(パンなどが)堅くなった、鮮度の落ちた、陳腐な,0,0
863,864,disadvantaged,(経済的・社会的に)恵まれない,0,0
864,865,ongoing,継続している，進行中の,0,0
865,866,sturdy,頑丈な、たくましい、不屈の,0,0
866,867,unauthorized,権限のない、(公的に)認可されていない,0,0
867,868,verbal,口頭での、言葉の[に関する],0,0
868,869,weary,疲れ果てた；（～に）うんざりした（of）,0,0
869,870,equivalent,相当する、同等の,0,0
870,871,intense,極度の、激しい,0,0
871,872,consecutive,連続した,0,0
872,873,noticeable,著しい、目立つ,0,0
873,874,crucial,重大な、決定的な,0,0
874,875,electrical,電気の、電気を扱う,0,0
875,876,steep,（傾斜が）急な；急激な；法外な,0,0
876,877,civil,(軍人・官史に対して)民間の、一般市民の,0,0
877,878,supreme,最高の,0,0
878,879,elite,えり抜きの,0,0
879,880,broad,(幅の)広い、広範囲な,0,0
880,881,industrial,産業の、工業の,0,0
881,882,allied,連合の、同盟を組んだ,0,0
882,883,external,外部の；対外的な,0,0
883,884,mere,ほんの、単なる,0,0
884,885,latter,後半の、後ろの方の、後者の,0,0
885,886,presidential,大統領の[による]、社長の,0,0
886,887,ethical,倫理(上)の、道徳の,0,0
887,888,realistic,現実的な、実際的な,0,0
888,889,harmless,害のない,0,0
889,890,underlying,潜在的な、根本的な,0,0
890,891,urgent,緊急の,0,0
891,892,complimentary,無料の、賞賛する,0,0
892,893,eager,熱望して、熱心な,0,0
893,894,loudly,大声で、騒々しく,0,0
894,895,accordingly,それ相応に、従って、そんなわけで,0,0
895,896,occasionally,ときどき,0,0
896,897,smoothly,順調に、滑らかに,0,0
897,898,frankly,率直に、正直に,0,0
898,899,notably,とりわけ,0,0
899,900,continuously,連続して、継続して,0,0
900,901,compel,（人）に強いて～させる,0,0
901,902,distinguish,区別する、を区別する,0,0
902,903,heighten,を高める、を増大させる,0,0
903,904,ruin,を台無しにする、を駄目にする,0,0
904,905,equip,に備えつける,0,0
905,906,export,を輸出する,0,0
906,907,glance,ちらりと見る,0,0
907,908,notify,に知らせる,0,0
908,909,overdo,を使い過ぎる、をやり過ぎる,0,0
909,910,pierce,に穴を開ける、を突き通す,0,0
910,911,overestimate,を過大評価する[見積もる],0,0
911,912,raid,(警察が)に手入れを行う、(軍隊が)を襲撃する,0,0
912,913,recall,を思い出す、(商品など)を回収する,0,0
913,914,simplify,を簡単にする,0,0
914,915,wrinkle,(顔などに)しわを寄せる、(衣装など)にしわを作る,0,0
915,916,conspire,陰謀を企てる、共謀する,0,0
916,917,imitate,をまねる、を見習う,0,0
917,918,inhale,を吸い込む,0,0
918,919,overrate,過大評価される,0,0
919,920,sympathize,同情する,0,0
920,921,glide,滑らかに動く、音もなく移動する,0,0
921,922,kidnap,を誘拐する,0,0
922,923,pretend,のつもりになる、～するふりをする,0,0
923,924,simmer,(煮立たない程度に)こことこ煮える[≒boil gently],0,0
924,925,thaw,解凍される、溶ける,0,0
925,926,unfold,（閉じたもの）を開く；を明らかにする；開く；明らかになる,0,0
926,927,detain,を勾留[留置]する、(人)を引き留める,0,0
927,928,puncture,(タイヤ)をパンクさせる、に穴をあける,0,0
928,929,strangle,(発展・活動など)を抑圧する、を窒息させる,0,0
929,930,hygiene,衛生（状態）；健康法,0,0
930,931,oppression,抑圧、虐待,0,0
931,932,collaboration,合作、共同、協力,0,0
932,933,harbor,港、避難所,0,0
933,934,lawn,芝生,0,0
934,935,pedestrian,歩行者,0,0
935,936,racism,人種差別(主義[政策]),0,0
936,937,summit,(先進国)首脳会議、サミット、(山などの)頂上,0,0
937,938,bug,病原菌（が起こす病気）；虫；盗聴器；（機械・プログラムの）欠陥,0,0
938,939,dirt,汚れ、泥、ほこり,0,0
939,940,maternity,妊産婦の、母であること,0,0
940,941,stroke,脳卒中；（ボールを）打つこと；（雷などの）一撃,0,0
941,942,tale,(事実・伝説・架空の)話、(文学作品としての)物語,0,0
942,943,certainty,確実性、確信,0,0
943,944,imbalance,不均衡、アンバランス,0,0
944,945,incidence,発生(率),0,0
945,946,pit,穴、くぼみ,0,0
946,947,texture,感触，手触り；本質；質感,0,0
947,948,thumb,(手の)親指,0,0
948,949,undergraduate,学部学生,0,0
949,950,wisdom,知恵、賢明さ,0,0
950,951,bride,花嫁、新婦,0,0
951,952,dictator,独裁者、専制君主,0,0
952,953,signature,署名；特徴,0,0
953,954,testament,あかし、証拠,0,0
954,955,attachment,添付ファイル、添付書類,0,0
955,956,bachelor,独身の男性、学士,0,0
956,957,blister,水ぶくれ,0,0
957,958,blockade,(港などの)封鎖、経済[通信]封鎖,0,0
958,959,condo,分譲マンション,0,0
959,960,invoice,明細請求書、納品書,0,0
960,961,leisure,自由な時間、余暇,0,0
961,962,meditation,瞑想、黙想,0,0
962,963,procession,(儀式などの)行列、行進,0,0
963,964,unrest,(社会的な)混乱、不安、(心の)動揺,0,0
964,965,equator,赤道,0,0
965,966,exhausted,疲れ果てた,0,0
966,967,problematic,問題のある、疑わしい,0,0
967,968,desirable,望ましい,0,0
968,969,geological,地質(学)上の,0,0
969,970,rash,早まった、軽率な,0,0
970,971,solitary,ひとりの、孤独の,0,0
971,972,uneven,でこぼこな、平でない,0,0
972,973,antique,骨董の，アンティークの；古風な,0,0
973,974,dense,密集した，密度の高い；（霧などが）濃い,0,0
974,975,economical,経済的な、安上がりな,0,0
975,976,fictional,架空の、フィクションの,0,0
976,977,gradual,徐々の，緩やかな,0,0
977,978,intimate,親密な；密接な,0,0
978,979,lengthy,長い、長時間の,0,0
979,980,ultimate,最終の、究極の,0,0
980,981,victorious,勝利を得た、勝ち誇った,0,0
981,982,witty,機知に富んだ,0,0
982,983,blurry,ぼやけた、不鮮明な,0,0
983,984,exceptional,例外的に優れた、まれな,0,0
984,985,finite,有限の、限られた,0,0
985,986,on-the-job,実地の、職場での,0,0
986,987,vacant,空いている,0,0
987,988,cheery,陽気な、元気な,0,0
988,989,cowardly,卑怯な、臆病な,0,0
989,990,immeasurable,計り知れない、果てしない、広大な,0,0
990,991,impaired,～に障害のある、弱った、損なわれた,0,0
991,992,impassable,(川・道などが)通行できない、(困難・障害などが)克服できない,0,0
992,993,inactive,不活発な、停止中の,0,0
993,994,inconvenient,不便な、不都合な,0,0
994,995,superstitious,迷信深い、迷信の,0,0
995,996,unpleasant,不愉快な、いやな,0,0
996,997,wicked,悪意のある、意地の悪い,0,0
997,998,ecological,環境の、生態(学)の,0,0
998,999,imaginary,想像上の、架空の,0,0
999,1000,ripe,熟した；成熟した,0,0
1000,1001,disguise,を（～に）変装させる（as）；を偽る,0,0
1001,1002,curb,を抑制する、を制御する,0,0
1002,1003,restrain,を制止する；を規制する,0,0
1003,1004,stumble,よろけながら歩く；（～に）つまずく（on/over）,0,0
1004,1005,diminish,を減らす；減少する（≒decrease）,0,0
1005,1006,rotate,回転する；循環する；を回転させる,0,0
1006,1007,compress,を要約する、を短縮する、を圧縮して詰め込む,0,0
1007,1008,decode,(暗号・符号)を解読する,0,0
1008,1009,offset,を相殺する，埋め合わせる；をオフセット印刷にする,0,0
1009,1010,bid,（～に）の値をつける（for/on）；（挨拶）を述べる,0,0
1010,1011,burst,破裂する；（～を）突然始める（into）,0,0
1011,1012,overtake,を追い抜く；に追いつく（≒catch up with）；（災難・強い感情などが）を襲う,0,0
1012,1013,retain,を保持する,0,0
1013,1014,litter,(場所)を散らかす,0,0
1014,1015,prohibit,を禁止する,0,0
1015,1016,discipline,を罰する、を訓練する,0,0
1016,1017,yield,を産出する、屈する、(権利など)を譲る,0,0
1017,1018,sweep,（を）掃く；を一掃する；さっと通過する,0,0
1018,1019,dictate,を指図する；を書き取らせる；を規定する,0,0
1019,1020,inject,（人）に注射する，を注入する；を導入する,0,0
1020,1021,urge,に熱心に勧める,0,0
1021,1022,mimic,をまねる,0,0
1022,1023,roam,（を）歩き回る；放浪する,0,0
1023,1024,assess,を査定する、を評価する,0,0
1024,1025,boast,を誇る；（を）自慢する,0,0
1025,1026,drag,を引きずる；ぐずぐずする,0,0
1026,1027,repay,を返済する,0,0
1027,1028,overthrow,(政府・体制など)を打倒する,0,0
1028,1029,fulfill,(約束・任務など)を果たす、(条件・要求など)を満たす,0,0
1029,1030,doom,〔通例受身形で〕運命にある,0,0
1030,1031,affiliate,を提携させる、を合併する,0,0
1031,1032,assault,に暴行する；を攻撃する,0,0
1032,1033,testimony,証言、証拠,0,0
1033,1034,errand,（人の）使い，使い走り；用件,0,0
1034,1035,friction,不和；摩擦,0,0
1035,1036,coalition,連立、合同,0,0
1036,1037,influx,(人・物の)殺到、(水・空気の)流入,0,0
1037,1038,curse,悪態，ののしりの言葉；呪い；〔通例a ～〕災い,0,0
1038,1039,app,アプリ,0,0
1039,1040,visibility,視界、視野、目に見えること,0,0
1040,1041,fabric,織物，布（地）；構造,0,0
1041,1042,collision,衝突；対立,0,0
1042,1043,dioxide,二酸化物,0,0
1043,1044,orbit,軌道,0,0
1044,1045,trial,裁判、試験、試み,0,0
1045,1046,literacy,(特定分野の)知識、技能、読み書きの能力,0,0
1046,1047,scheme,計画（≒plan）；体系；陰謀,0,0
1047,1048,completion,完了、完成,0,0
1048,1049,expertise,専門的知識[技術、意見],0,0
1049,1050,diploma,卒業[修了]証書、(学位・資格の)証明書,0,0
1050,1051,livelihood,生計、生活手段,0,0
1051,1052,motive,動機,0,0
1052,1053,recession,不況；後退,0,0
1053,1054,surrounding,周囲の状況、環境,0,0
1054,1055,fortune,財産、幸運、運命,0,0
1055,1056,token,(気持ちなどの)しるし、記念品,0,0
1056,1057,trace,跡、形跡,0,0
1057,1058,venture,危険を冒して進む；を思い切ってする,0,0
1058,1059,physician,内科医、医師,0,0
1059,1060,perspective,観点,0,0
1060,1061,physics,物理学,0,0
1061,1062,legislation,法律；立法,0,0
1062,1063,barn,家畜小屋、(農家の)納屋,0,0
1063,1064,daring,大胆な、勇敢な,0,0
1064,1065,transparent,透明な；明快な,0,0
1065,1066,tragic,悲惨な、悲劇的な,0,0
1066,1067,sinister,邪悪な、不吉な,0,0
1067,1068,striking,著しい、目立つ,0,0
1068,1069,plural,複数の、2つ[2人]以上の、複数形の,0,0
1069,1070,vital,必要不可欠な,0,0
1070,1071,sensitive,敏感な、傷つきやすい,0,0
1071,1072,remarkable,注目に値する、著しい,0,0
1072,1073,minimal,最小(限度)の,0,0
1073,1074,bankrupt,破産宣告を受けた；破綻している,0,0
1074,1075,authentic,本物の；信頼できる,0,0
1075,1076,moderate,適度な；穏健な,0,0
1076,1077,alien,異質の、外国の,0,0
1077,1078,prompt,迅速な,0,0
1078,1079,random,無作為の、任意の,0,0
1079,1080,decisive,決定的な、断固たる,0,0
1080,1081,inevitable,避けられない、必然的な,0,0
1081,1082,acid,酸性の；酸っぱい；辛辣な,0,0
1082,1083,climatic,気候(上)の、風土の,0,0
1083,1084,incredible,信じられない、驚くほどの,0,0
1084,1085,precise,正確な、厳格な,0,0
1085,1086,invaluable,極めて貴重な[高価]な,0,0
1086,1087,stern,厳しい；いかめしい,0,0
1087,1088,indifferent,無関心な（≒uninterested）,0,0
1088,1089,charitable,慈善の、慈悲深い,0,0
1089,1090,massive,大量の、大規模な、巨大な,0,0
1090,1091,comparable,匹敵する、同様の,0,0
1091,1092,irrational,不合理な,0,0
1092,1093,cynical,冷笑的な，皮肉な,0,0
1093,1094,overly,あまりに、過度に,0,0
1094,1095,literally,文字どおり、まさしく,0,0
1095,1096,voluntarily,自発的に,0,0
1096,1097,technically,厳密に(言えば)、専門[技術]的に,0,0
1097,1098,wholly,完全に、全く,0,0
1098,1099,approximately,おおよそ、ほぼ,0,0
1099,1100,uniquely,比類なく、独特に,0,0
1100,1101,bewilder,（通例受身形で）当惑する,0,0
1101,1102,clutch,をぐっとつかむ,0,0
1102,1103,discard,を捨てる,0,0
1103,1104,enlist,入隊する、参加する、(支持・協力)を得る,0,0
1104,1105,heed,(助言・警告など)に注意する,0,0
1105,1106,liberate,を解放する,0,0
1106,1107,overlap,（一部）重なる；（と）重複［共通］する,0,0
1107,1108,reconstruct,を再建する、を改変する,0,0
1108,1109,shriek,悲鳴をあげる、甲高い声[音]を出す,0,0
1109,1110,sprain,(足首・手首など)をくじく、を捻挫する,0,0
1110,1111,resent,に憤慨する,0,0
1111,1112,thrive,繁栄する，うまくいく；繁茂する,0,0
1112,1113,embrace,を抱擁する、を(喜んで)受け入れる,0,0
1113,1114,excel,（～で）秀でている（in/at）；に勝る,0,0
1114,1115,enroll,登録する，入会する；を登録させる,0,0
1115,1116,retrieve,（情報）を検索する；を取り戻す；を回復する,0,0
1116,1117,degrade,の面目を失わせる、の質[価値]を低下させる,0,0
1117,1118,reconcile,を（～と）一致させる（with）；を和解させる,0,0
1118,1119,contaminate,を汚染する；を堕落させる,0,0
1119,1120,disrupt,を混乱させる；を分裂させる,0,0
1120,1121,divert,（注意など）をそらす；を迂回させる；（資金など）を転用する,0,0
1121,1122,grumble,不平を述べる,0,0
1122,1123,provoke,（感情・行動など）を引き起こす；を挑発する,0,0
1123,1124,outweigh,より価値がある、より重い,0,0
1124,1125,crave,(を)切望する,0,0
1125,1126,sustain,を持続させる、を支える,0,0
1126,1127,disclose,を公表する，暴く,0,0
1127,1128,tempt,を（...する）気にさせる（to do）；を引きつける,0,0
1128,1129,resign,（を）辞任する；を放棄する,0,0
1129,1130,dismiss,を解雇する、(意見など)を退ける,0,0
1130,1131,surpass,を上回る,0,0
1131,1132,bounce,跳ねる；反射する；を弾ませる；（Ｅメールが）（宛先不明で）返送される,0,0
1132,1133,bureau,（官庁の）局；事務局；案内所,0,0
1133,1134,dependency,依存、従属,0,0
1134,1135,discomfort,不快、不便,0,0
1135,1136,drawback,欠点、不利な点,0,0
1136,1137,feast,祝宴；大ごちそう；楽しみ,0,0
1137,1138,hydrogen,水素,0,0
1138,1139,modernization,近代化、現代化、最新式化,0,0
1139,1140,objective,目的、目標,0,0
1140,1141,poll,世論調査、投票(数)、投票所,0,0
1141,1142,ration,(食料・物資などの)割当(量),0,0
1142,1143,revenue,歳入（⇔expenditure 歳出）；収益,0,0
1143,1144,scholarship,奨学金、学識,0,0
1144,1145,upbringing,(子供の)養育、しつけ,0,0
1145,1146,compliment,賛辞,0,0
1146,1147,excerpt,抜粋、引用,0,0
1147,1148,faith,信仰(心)、信用,0,0
1148,1149,segment,部分、区分,0,0
1149,1150,downturn,(景気などの)下降(状態),0,0
1150,1151,temper,気質，気性；機嫌；かんしゃく,0,0
1151,1152,fragment,断片,0,0
1152,1153,intersection,(進路の)交差点,0,0
1153,1154,anarchy,無秩序、無政府状態,0,0
1154,1155,breakup,(人間関係の)解消、別れ,0,0
1155,1156,privilege,特権,0,0
1156,1157,exemption,(義務・責任などの)免除,0,0
1157,1158,monarch,君主,0,0
1158,1159,narrative,話、物語,0,0
1159,1160,sensation,漠然とした感じ、感覚、大騒ぎ,0,0
